0.9098442	0.09015583
0.9770264	0.022973625
0.978746	0.021253997
0.015067362	0.9849326
0.015022211	0.98497784
0.015013161	0.98498684
0.9788593	0.021140732
0.015025512	0.9849745
0.015219549	0.98478043
0.9787546	0.021245435
0.8169214	0.18307859
0.9788632	0.021136768
0.94305867	0.05694135
0.97836006	0.02163987
0.9787951	0.021204881
0.015040481	0.98495954
0.9621197	0.037880372
0.97878474	0.021215227
0.015055464	0.9849445
0.97882926	0.021170676
0.0150925815	0.9849074
0.015036144	0.98496383
0.01501486	0.9849851
0.21594058	0.78405946
0.015072621	0.9849274
0.9788102	0.021189766
0.015083406	0.9849166
0.978754	0.021246044
0.38315606	0.616844
0.015062233	0.9849378
0.01614956	0.9838504
0.93010205	0.069898
0.31354457	0.6864555
0.97886306	0.021136869
0.97873	0.021269921
0.97870994	0.021290055
0.97849643	0.021503551
0.97867864	0.021321384
0.97868323	0.021316819
0.97882974	0.021170273
0.015156216	0.9848438
0.97876304	0.02123691
0.9761355	0.023864467
0.08761407	0.912386
0.97878736	0.021212667
0.015038122	0.98496187
0.810609	0.18939102
0.978848	0.021151967
0.015063088	0.9849369
0.9784307	0.021569265
0.97861254	0.021387503
0.015021859	0.9849782
0.10086534	0.89913464
0.072687894	0.9273121
0.47928634	0.5207137
0.9786518	0.021348156
0.97828805	0.021711888
0.015062488	0.9849375
0.9787659	0.021234082
0.019399203	0.9806008
0.018235222	0.9817648
0.04457049	0.9554295
0.9754005	0.024599466
0.015316879	0.9846831
0.9788658	0.021134228
0.794997	0.20500305
0.9788512	0.02114884
0.978438	0.021561991
0.9788374	0.021162665
0.9736086	0.026391324
0.8672475	0.13275245
0.015034181	0.9849658
0.016847631	0.9831524
0.9788052	0.02119484
0.01673264	0.98326737
0.9774039	0.02259613
0.97617584	0.023824112
0.015003215	0.9849968
0.015023015	0.984977
0.96690685	0.03309318
0.9788461	0.021153895
0.015044917	0.9849551
0.9788655	0.021134552
0.014997726	0.9850022
0.01508658	0.9849134
0.015048792	0.98495126
0.96936774	0.0306322
0.97884905	0.021151021
0.97822285	0.021777147
0.015049307	0.98495066
0.01863011	0.98137
0.015117374	0.98488265
0.015042304	0.9849577
0.9788102	0.021189835
0.9786203	0.021379659
0.9788504	0.02114957
0.9780763	0.021923738
0.9771863	0.022813667
0.015102574	0.98489743
0.9785509	0.021449111
0.97882366	0.021176325
0.97808766	0.0219123
0.9710253	0.028974645
0.9756183	0.024381727
0.16493878	0.83506125
0.9788602	0.021139812
0.978753	0.021247018
0.9788528	0.021147147
0.015042586	0.98495734
0.015053444	0.9849466
0.97882015	0.021179833
0.9787896	0.021210399
0.91331375	0.08668622
0.015210776	0.98478925
0.97885245	0.021147577
0.44036373	0.55963624
0.9787046	0.021295449
0.97883946	0.02116052
0.91408557	0.085914455
0.062523566	0.9374764
0.9788633	0.021136697
0.015029083	0.98497087
0.9788422	0.02115786
0.015067773	0.98493224
0.015049809	0.9849502
0.97785395	0.02214603
