id,y
4456072029125500,0
4456074167480980,-1
4456054253264520,-1
4456061509126470,-1
4455979322528190,0
4455960703574270,-1
4456044141311370,-1
4456072930597380,1
4456059546766320,-1
4456064361730200,1
4456057008702700,-1
4456061442032260,-1
4456073161188750,-1
4456071298807510,-1
4456067364592520,-1
4456068987970110,-1
4456051443335630,-1
4456070640589920,-1
4456067776192250,-1
4455975798695710,0
4456070242050400,-1
4456062142668400,0
4456020094651250,-1
4456429467292700,-1
4456431211844220,-1
4456431006779840,-1
4456426535363830,-1
4456427143652010,1
4456400920653880,-1
4456401700763550,-1
4456425625436430,-1
4456364803595610,-1
4456230124728700,-1
4456425403253290,0
4456433393463610,0
4456419526502150,-1
4456417970879910,-1
4456384835508510,-1
4456327898145080,-1
4456432163990950,-1
4456434437325430,-1
4456425533685480,0
4456436697997700,-1
4456419555966050,-1
4456430608353020,0
4456429350115950,-1
4456430633590360,1
4456370558093690,0
4456425713908660,-1
4456799018814830,-1
4456783441758710,-1
4456787946131910,-1
4456781843190740,-1
4456795697238110,-1
4456792857749530,-1
4456776822890110,-1
4456747433223770,-1
4456769277656900,1
4456783110072350,-1
4456782430764660,-1
4456784859139570,-1
4456783081006310,-1
4456786541002770,-1
4456791561377050,-1
4456788726622400,-1
4456789967570290,-1
4456796871637980,-1
4456789703192360,-1
4456784691088130,-1
4456771810610060,-1
4456785593563140,-1
4456781906542170,-1
4456781578838840,-1
4456768996105100,-1
4456788289945920,-1
4456783369893540,1
4457161289254250,0
4457157724276470,-1
4457159749988520,-1
4457158919960290,-1
4457103978328020,-1
4457125730274140,-1
4457122631130950,-1
4457104582577820,-1
4457159720809030,0
4457132273044880,-1
4457149352438650,-1
4457138762134310,1
4457118687992850,-1
4457116745950620,-1
4457138354841120,-1
4457153068688070,-1
4457127483471200,-1
4457149004298070,-1
4457154612318290,-1
4457149260331160,-1
4457161146899620,-1
4457142033295520,-1
4457130214004580,0
4457094356732080,1
4457139508328450,-1
4457149385761270,-1
4457061863582050,-1
4457047124498050,1
4457028250571710,-1
4457150031840660,-1
4457520590017640,-1
4457517134136790,-1
4457523341887720,-1
4457521995548900,-1
4457487115371740,0
4457450377570910,-1
4457506514202060,-1
4457495978189250,-1
4457520674234470,-1
4457501149427980,-1
4457518933513110,0
4457502256685280,0
4457515603365730,-1
4457498343902470,-1
4456699609645760,-1
4457518229160060,-1
4457517565933740,1
4457513712162260,-1
4457520376077400,-1
4457516940990260,-1
4457522939721690,-1
4457510327347040,-1
4457444547658670,-1
4457436511324420,1
4457518321263520,1
4457509341853610,-1
4457884262089640,0
4457876174907010,-1
4457881359283560,-1
4457869615253430,-1
4457885687449450,-1
4457874162013490,-1
4457886199365140,-1
4457846940555880,-1
4457870034716250,-1
4457869979992730,0
4457730867862170,0
4457882773159800,0
4457884051572160,-1
4457875101515260,-1
4457780297347000,-1
4457883443515260,-1
4458239330100160,-1
4458236918648110,-1
4458230388350160,-1
4458229130497220,-1
4458245702110330,-1
4458245617873370,-1
4458214772759590,-1
4458230203336730,-1
4458167163225540,-1
4458144187498670,-1
4458240831672770,-1
4458568650246540,-1
4458608131191920,-1
4458606034113720,-1
4458601156368070,0
4458971588873680,-1
4458968497563950,-1
4458961702869600,-1
4458895097918560,-1
4457158508479100,-1
4458959551247840,-1
4458920715788950,-1
4458873756657360,-1
4459329237496090,-1
4459322253343440,-1
4459316217938370,-1
4459328947971490,-1
4459326401811160,-1
4459327567987100,-1
4459316356143900,-1
4459319758171680,-1
4459334618071860,-1
4459251063767870,-1
4459332953461070,-1
4459321406267930,-1
4459675439038660,0
4459663603492130,0
4459669311409260,-1
4459694913205050,-1
4459697760938170,1
4459689523639890,-1
4459689733050010,1
4459676579933740,-1
4459678996463150,-1
4459663603219830,0
4459666065052440,-1
4459689972173270,-1
4459650768152590,0
4459685060978250,1
4458966224686400,-1
4458958477507400,-1
4459695869622600,-1
4459691394344860,-1
4459689108110720,1
4459666325023770,1
4460054150977600,-1
4460058987306520,-1
4460052842659190,-1
4460029832657890,-1
4460054147043070,-1
4460021318020990,-1
4460054763789370,-1
4460052829770410,-1
4460057993234370,1
4460023432063190,-1
4459879563577850,-1
4460055585456820,-1
4460055413621860,-1
4460053237540860,-1
4460058819538710,0
4458970133044130,0
4460053106920450,-1
4460004163300510,-1
4459757160640410,1
4460055358889500,-1
4460043276014600,1
4460391004326170,-1
4460375690625640,-1
4460418539491050,-1
4460376852631760,-1
4460347873947070,0
4460420959651470,-1
4460422805286710,-1
4460414694067590,-1
4460395568232480,-1
4460382783073440,-1
4460374864409040,-1
4460367402919510,-1
4460362608439720,-1
4460401251127360,-1
4460367151692120,0
4460336314737550,-1
4460417126010930,-1
4460412773077020,-1
4460413259273860,-1
4460414006112640,-1
4460412482911580,-1
4460410922649290,-1
4460764272763580,1
4460737541681730,-1
4460783464908400,-1
4460777479841540,-1
4460598257107550,-1
4460585196388110,-1
4460777413149390,-1
4460776092157760,-1
4460766973325820,1
4460747549249480,-1
4460775177299630,-1
4460769271854990,-1
4460768185183780,-1
4459658544556590,-1
4460754696299910,-1
4460712531017610,-1
4460774334872630,-1
4460774157892210,0
4460773419735460,-1
4460691870266580,-1
4460770550921970,-1
4460774514511360,-1
4460758999531820,-1
4460783386057190,-1
4460612895420650,0
4460758396457910,-1
4461141885859400,-1
4461131232030810,1
4461116585705140,0
4461110269046600,0
4461015184084030,-1
4461147123711690,-1
4461091582968990,-1
4461137100059940,0
4461114148458260,-1
4461103310481740,0
4460825182393230,-1
4461499751814230,-1
4461499689261830,0
4461505728444560,-1
4461501240561240,1
4461507716760750,0
4461504344792760,-1
4461867693278500,-1
4461816527033970,0
4461862269410400,-1
4461859363070550,-1
4464610805161670,0
4461862906807360,1
4461866510403270,0
4461862261401890,-1
4461850840633080,-1
4465102977277150,0
4461866582010310,-1
4462233763191080,-1
4462195985392200,-1
4462156211027790,-1
4462229766047840,1
4462233872345670,-1
4462233272835570,0
4462192356973430,0
4462219704003100,-1
4462566653058170,-1
4462582834164900,0
4462547451720220,-1
4462543084552830,1
4462593987476470,-1
4462588429936810,-1
4462587582246690,-1
4462586420909070,-1
4462584487217840,-1
4462586462623310,-1
4462585182788070,1
4462584860182380,-1
4462590199279830,-1
4462577478066380,-1
4462948162876160,0
4462894416637540,-1
4462957989235960,-1
4462957423973070,0
4462950935349020,0
4462958040237430,-1
4462955829603690,0
4462954882137280,0
4462732750955110,-1
4462959806101620,0
4462959424144780,1
4462955691690580,0
4462947495835330,-1
4467600580806960,-1
4462950142646630,0
4462876901260650,-1
4463306011677940,-1
4463292133311380,-1
4468004076854880,-1
4463321187207630,-1
4463313696042040,-1
4463294691400250,0
4468031512291720,0
4467985517831950,0
4468394533476030,-1
4463679950927640,-1
4468370454165700,0
4468362656205240,0
4468356196880440,-1
4468369924868570,0
4463676406621110,-1
4463667401768600,-1
4468336480297160,0
4464046311220320,-1
4464040355418340,-1
4464046042415530,0
4468680094574890,0
4468674897408590,-1
4468757793626490,0
4464046856053260,-1
4468414086896530,-1
4464044532846660,0
4468737950631490,-1
4468675526078710,-1
4468637043753360,0
4468756875269980,1
4464045383900520,-1
4468716912142910,-1
4464046252186870,0
4464045187304540,-1
4464044696620090,0
4468970272466290,0
4469087423790920,1
4469062803273850,0
4464407133827950,-1
4468994922531860,-1
4468909820104640,0
4464404298926680,-1
4464400066527740,0
4469115537911990,1
4469062048581720,-1
4469034500611470,0
4469070285751260,-1
4468950777881000,0
4469050896222570,0
4464408531109700,-1
4464408291616290,-1
4464389333949530,1
4464407147312970,-1
4469406287921190,0
4468982176582740,0
4469083368006040,0
4464396887731220,1
4464407893268630,0
4464406597862010,-1
4469275274726720,-1
4464406882366260,-1
4469266336277550,0
4464399445870750,-1
4469435958228320,1
4464316042117070,0
4469282425330070,0
4464323147277700,-1
4469689860101090,0
4469645190637540,0
4464407046142080,-1
4469681085610760,0
4464769807250370,-1
4469780100654420,-1
4470071093615750,0
4470043289395770,0
4470066390937660,0
4470021184630370,0
4470157386842030,-1
4464769735964560,1
4464768867773000,-1
4464765647012730,-1
4464765046884950,1
4470116387669160,-1
4470146385254120,1
4464769912327450,-1
4464768892576450,-1
4470330329997370,0
4464768565612820,0
4464531956845540,0
4464712492566500,1
4464754448026180,-1
4470844556589480,0
4465130466943880,-1
4465116307482180,0
4465128659651780,-1
4465131830035050,0
4465099912168580,-1
4465133243548720,-1
4465130508954370,-1
4471233783132310,-1
4465122712329420,-1
4465123450091290,-1
4465133965134120,-1
4465132774027670,-1
4465132631409670,-1
4465132325146350,-1
4465131595689050,-1
4465494625300500,-1
4465492858945580,-1
4465478343051760,-1
4465495622817110,0
4465495568335020,0
4471839088378960,0
4465495895443590,-1
4465492909430260,-1
4465488962707580,0
4465431643893220,-1
4465459888320440,-1
4472198629069590,-1
4472061726797900,-1
4465491567571240,-1
4465494612209220,-1
4465480393393960,-1
4465488652518060,-1
4465853225973910,-1
4465495258417970,-1
4465494080017710,-1
4472575214207330,0
4465845810349020,0
4465827577463400,0
4465826801300960,-1
4472535255234690,0
4465846967733210,0
4472538602415330,-1
4465840050894090,-1
4472386340012150,-1
4465856081675770,-1
4473088429003060,1
4473036147491480,-1
4465805829955700,0
4472790877157330,-1
4473014210871320,-1
4465853385208430,-1
4465812104084600,-1
4472839086769560,0
4465851455254550,-1
4465850071120130,-1
4473214510522110,0
4466216192435940,-1
4466195984174180,-1
4466220260491040,-1
4466197065800240,-1
4466194499303650,0
4466202585409480,-1
4466193379631300,0
4466220742800480,-1
4466218675401130,-1
4455875349725930,-1
4455868823629590,0
4466209397521310,-1
4466203323787460,-1
4466212744328160,-1
4466211867737480,-1
4466199486604160,-1
4466217073318850,-1
4466205672888420,-1
4466195568402970,-1
4466182482751100,0
4466165588417560,0
4466090090241310,0
4466217262048330,-1
4466196546414070,0
4466215780782420,-1
4466219564057640,0
4466219308400110,0
4466213885591730,-1
4466213650491870,0
4466171107642210,-1
4466219887487120,-1
4466214208790770,-1
4466212383650720,-1
4466211276682300,0
4466581134494510,1
4466581024989290,0
4456786918711800,0
4466579360076080,-1
4466571693325210,0
4466564566643670,-1
4466563279202380,-1
4466550989463520,-1
4466549685616830,-1
4466580031155430,-1
4466583688448700,-1
4466502436501060,1
4466574750888320,0
4466581809789660,1
4466574046387620,-1
4466577854297830,1
4466564516231550,0
4466528692549830,0
4466519171792140,-1
4466935385646220,-1
4466943635004970,0
4466921648751970,-1
4466890846167880,-1
4466890199623060,-1
4466925147119970,-1
4466924265944790,-1
4466935926212290,0
4466839838864280,-1
4466736553968470,-1
4466937851293640,0
4466941084902470,-1
4466940598443240,-1
4466939059500750,-1
4466724990265230,-1
4466836307810370,-1
4466938975752860,-1
4467306203524970,-1
4467302630601920,-1
4467251442362820,1
4467306585674180,0
4467296979915980,1
4467305674910850,-1
4467302521041860,-1
4467278945048990,-1
4467301678498700,0
4467279427677570,-1
4467296774528660,-1
4467274041911720,0
4467270682311480,-1
4467280303516500,0
4467280019163150,0
4467141531612050,-1
4467106827113060,0
4458946834201100,0
4459246772951290,0
4467304643510230,-1
4467296292753030,1
4467293712913480,0
4467291704079990,-1
4467290618199930,0
4467257293870500,0
4467270967016470,-1
4467200847459930,-1
4467176851828450,-1
4467305536879780,-1
4467305256285170,-1
4459546980710430,0
4467278068094820,-1
4467238310601830,0
4467306522074540,-1
4467301250305190,0
4467631429661560,-1
4459958088985230,0
4459966108449470,0
4467636149050280,0
4467669635918650,0
4467589537370460,-1
4467628909696490,-1
4467596247996730,-1
4467655522198650,-1
4467667085500330,-1
4467642520164360,1
4467662082087560,-1
4467662673620770,-1
4467663843193940,-1
4467613134771410,-1
4467603206336820,-1
4467667900026480,-1
4467994904474640,-1
4468025547789050,-1
4460699319788050,0
4468031671690100,-1
4468030744737060,-1
4468388711426200,0
4461083547110080,1
4468308802051440,-1
4468181794358930,0
4468172264616010,-1
4460999647932100,0
4461049456032490,0
4468702659129900,0
4461306444736420,0
4468757638283530,-1
4469109062499890,-1
4469105107618540,-1
4469076644520220,-1
4469119602674940,-1
4469116809112550,-1
4469114829374820,-1
4469089563391910,1
4469464294887940,-1
4469458921795220,-1
4469454224587420,0
4469476814765550,-1
4469478827998110,-1
4469127084832800,-1
4469843992936710,-1
4469815953687100,1
4469843987799970,-1
4469828301238690,-1
4469823121448300,-1
4469836421519280,-1
4469827638908600,0
4470182972005660,-1
4470160126105870,-1
4470183034884290,0
4470199334132210,1
4470165066802560,0
4470203369082590,0
4470070845833410,0
4470195072933490,0
4470163871389740,0
4470148260313570,-1
4470205365346110,0
4470203461166970,-1
4470565685765200,-1
4464352918922630,0
4470561419630260,-1
4470561755625490,-1
4470568617421760,-1
4464095157947270,0
4464078904868220,-1
4470546039799780,-1
4470388857284810,-1
4464182366000240,-1
4470494768415580,-1
4464746881546780,1
4470563516874420,-1
4470462857680720,0
4464770256041820,0
4464740405701750,0
4470907986616160,-1
4470850688117910,0
4464756620716430,0
4464606318015730,-1
4464909234902180,0
4470929985463580,-1
4470896934933620,-1
4470892476040840,-1
4465063362990930,0
4465038528440390,0
4464797414098470,-1
4464772969635340,0
4470930753075330,-1
4465477491069750,0
4465477206619580,0
4465476547689820,0
4465472449598150,0
4471228994141880,-1
4471269321804970,-1
4465377033729570,0
4471294093538290,-1
4471291492760050,1
4471284681008880,1
4471294014105760,-1
4471274631607070,-1
4465457413085470,0
4465478652980710,0
4465232015770310,0
4465487918178020,0
4471294429273360,-1
4471282256733920,0
4471291270904210,1
4465465831712250,0
4465824360624910,0
4471287038193900,0
4465715040368360,-1
4465707846530870,0
4465699554891900,-1
4471269024594420,-1
4465835890142410,0
4471262644979450,1
4471244940844820,-1
4465821860976240,0
4465433014776710,0
4465772174773150,0
4465710933905640,0
4465712821155690,0
4465777018996650,0
4471293652934080,-1
4471289601436530,-1
4465657582586240,0
4471266398524570,-1
4465776289904630,0
4465839757699970,0
